ID_Visitor,Visits,products_visits,products_category_visits,deviceCategory,campaign,medium,continent,Product_Category,CA
ID2678408506245600860,243,89,16,desktop,(not set),(none),Americas,Bags,868.11999999999989
ID2389910661161701186,564,154,19,desktop,(not set),(none),Americas,Apparel,863.23999999999978
ID408716403041557794,318,123,20,desktop,(not set),(none),Americas,Drinkware,850.64
ID408716403041557794,318,123,20,desktop,(not set),(none),Americas,Bags,850.64
ID408716403041557794,318,123,20,desktop,(not set),(none),Americas,Accessories,850.64
ID408716403041557794,318,123,20,desktop,(not set),(none),Americas,Apparel,850.64
ID6680051680711620547,529,130,20,desktop,(not set),(none),Americas,Apparel,849.09
ID6680051680711620547,529,130,20,desktop,(not set),(none),Americas,Drinkware,849.09
ID6680051680711620547,529,130,20,desktop,(not set),(none),Americas,Bags,849.09
ID6053028616737271033,262,87,14,desktop,(not set),(none),Americas,Apparel,847.91999999999985
ID6053028616737271033,262,87,14,desktop,(not set),(none),Americas,Bags,847.91999999999985
ID6053028616737271033,262,87,14,desktop,(not set),(none),Americas,Lifestyle,847.91999999999985
ID6053028616737271033,262,87,14,desktop,(not set),(none),Americas,Accessories,847.91999999999985
ID6053028616737271033,262,87,14,desktop,(not set),(none),Americas,Office,847.91999999999985
ID2033149648526352722,480,87,13,desktop,(not set),(none),Americas,Apparel,839.03999999999985
ID2033149648526352722,480,87,13,desktop,(not set),(none),Americas,Lifestyle,839.03999999999985
ID2033149648526352722,480,87,13,desktop,(not set),(none),Americas,Bottles,839.03999999999985
ID2033149648526352722,480,87,13,desktop,(not set),(none),Americas,Drinkware,839.03999999999985
ID1211742763650822422,156,39,6,desktop,(not set),(none),Americas,Apparel,837.75
ID0243955375764569680,105,44,8,desktop,(not set),(none),Americas,Apparel,835.75
ID0243955375764569680,105,44,8,desktop,(not set),(none),Americas,Drinkware,835.75
ID7658004825963957145,569,144,24,desktop,(not set),(none),Americas,Drinkware,829.68000000000006
ID7658004825963957145,569,144,24,desktop,(not set),(none),Americas,Office,829.68000000000006
ID7658004825963957145,569,144,24,desktop,(not set),(none),Americas,Bags,829.68000000000006
ID7658004825963957145,569,144,24,desktop,(not set),(none),Americas,Accessories,829.68000000000006
ID7658004825963957145,569,144,24,desktop,(not set),(none),Americas,Apparel,829.68000000000006
ID893172555107967427,98,34,6,desktop,(not set),(none),Americas,Bags,823.84
ID893172555107967427,98,34,6,desktop,(not set),(none),Americas,Apparel,823.84
ID987691770768938785,63,42,7,desktop,(not set),cpm,Americas,Drinkware,816.1
ID3915503045313404486,163,72,10,desktop,(not set),(none),Americas,Bags,795.75
ID3915503045313404486,163,72,10,desktop,(not set),(none),Americas,Apparel,795.75
ID3915503045313404486,163,72,10,desktop,(not set),(none),Americas,Headgear,795.75
ID8628652903130668773,176,84,13,desktop,(not set),(none),Americas,Headgear,790.65
ID8628652903130668773,176,84,13,desktop,(not set),(none),Americas,Drinkware,790.65
ID8628652903130668773,176,84,13,desktop,(not set),(none),Americas,Apparel,790.65
ID8628652903130668773,176,84,13,desktop,(not set),(none),Americas,Office,790.65
ID5326771367506211222,235,60,11,desktop,(not set),(none),Americas,Apparel,782.7
ID5326771367506211222,235,60,11,desktop,(not set),(none),Americas,Drinkware,782.7
ID5326771367506211222,235,60,11,desktop,(not set),(none),Americas,Office,782.7
ID6614589906823585713,315,163,22,desktop,(not set),(none),Americas,Bags,767.08
ID6614589906823585713,315,163,22,desktop,(not set),(none),Americas,Apparel,767.08
ID740013212735960815,213,87,12,desktop,(not set),cpm,Americas,Drinkware,749.28
ID740013212735960815,213,87,12,desktop,(not set),cpm,Americas,Apparel,749.28
ID740013212735960815,213,87,12,desktop,(not set),cpm,Americas,Office,749.28
ID1995912971460656574,221,83,12,desktop,(not set),(none),Americas,Accessories,743.55000000000007
ID1995912971460656574,221,83,12,desktop,(not set),(none),Americas,Waze,743.55000000000007
ID1995912971460656574,221,83,12,desktop,(not set),(none),Americas,Apparel,743.55000000000007
ID6200432860904233045,187,84,11,desktop,(not set),(none),Americas,Drinkware,740.48
ID6200432860904233045,187,84,11,desktop,(not set),(none),Americas,Apparel,740.48
ID7350793045976348171,312,123,20,desktop,(not set),(none),Americas,Bags,739.04
ID7350793045976348171,312,123,20,desktop,(not set),(none),Americas,Office,739.04
ID7350793045976348171,312,123,20,desktop,(not set),(none),Americas,Apparel,739.04
ID636983386776288406,86,38,8,desktop,(not set),(none),Americas,Drinkware,727.84
ID636983386776288406,86,38,8,desktop,(not set),(none),Americas,Apparel,727.84
ID395177713873271845,83,44,7,desktop,(not set),(none),Americas,Apparel,722.30000000000007
ID395177713873271845,83,44,7,desktop,(not set),(none),Americas,Bags,722.30000000000007
ID395177713873271845,83,44,7,desktop,(not set),(none),Americas,Office,722.30000000000007
ID936159302103344661,504,136,24,desktop,(not set),(none),Americas,Drinkware,717.34999999999991
ID936159302103344661,504,136,24,desktop,(not set),(none),Americas,Lifestyle,717.34999999999991
ID936159302103344661,504,136,24,desktop,(not set),(none),Americas,Electronics,717.34999999999991
ID936159302103344661,504,136,24,desktop,(not set),(none),Americas,Office,717.34999999999991
ID936159302103344661,504,136,24,desktop,(not set),(none),Americas,Apparel,717.34999999999991
ID9225817754546900364,250,86,14,desktop,(not set),(none),Americas,Drinkware,714.59999999999991
ID9225817754546900364,250,86,14,desktop,(not set),(none),Americas,Office,714.59999999999991
ID9225817754546900364,250,86,14,desktop,(not set),(none),Americas,Bottles,714.59999999999991
ID9225817754546900364,250,86,14,desktop,(not set),(none),Americas,Apparel,714.59999999999991
ID2712138254756572869,39,7,3,mobile,(not set),(none),Americas,Gift Cards,706.0
ID4266823904408093435,408,139,17,desktop,(not set),referral,Americas,Apparel,701.58000000000015
ID5429486512675747179,383,154,20,desktop,(not set),(none),Americas,Apparel,686.24
ID7628048174455037157,245,94,16,desktop,(not set),(none),Americas,Bags,683.45999999999992
ID7628048174455037157,245,94,16,desktop,(not set),(none),Americas,Lifestyle,683.45999999999992
ID7628048174455037157,245,94,16,desktop,(not set),(none),Americas,Accessories,683.45999999999992
ID3734394198742215397,187,52,6,desktop,(not set),(none),Americas,Drinkware,679.75
ID3734394198742215397,187,52,6,desktop,(not set),(none),Americas,Apparel,679.75
ID5688849744235446525,193,65,9,desktop,(not set),(none),Americas,Apparel,677.6400000000001
ID5688849744235446525,193,65,9,desktop,(not set),(none),Americas,Drinkware,677.6400000000001
ID0827721047010562264,86,26,7,desktop,(not set),(none),Americas,Lifestyle,665.95
ID0827721047010562264,86,26,7,desktop,(not set),(none),Americas,Office,665.95
ID389168811037319268,386,127,21,desktop,(not set),(none),Americas,Office,655.64
ID389168811037319268,386,127,21,desktop,(not set),(none),Americas,Drinkware,655.64
ID389168811037319268,386,127,21,desktop,(not set),(none),Americas,Headgear,655.64
ID389168811037319268,386,127,21,desktop,(not set),(none),Americas,Backpacks,655.64
ID389168811037319268,386,127,21,desktop,(not set),(none),Americas,Apparel,655.64
ID389168811037319268,386,127,21,desktop,(not set),(none),Americas,Bags,655.64
ID86382053515995633,449,148,21,desktop,(not set),(none),Americas,Headgear,648.84
ID86382053515995633,449,148,21,desktop,(not set),(none),Americas,Drinkware,648.84
ID86382053515995633,449,148,21,desktop,(not set),(none),Americas,Electronics,648.84
ID86382053515995633,449,148,21,desktop,(not set),(none),Americas,Apparel,648.84
ID0059545191328861629,463,175,26,desktop,(not set),(none),Americas,Office,642.39
ID0059545191328861629,463,175,26,desktop,(not set),(none),Americas,Bags,642.39
ID0059545191328861629,463,175,26,desktop,(not set),(none),Americas,Electronics,642.39
ID9089051012648902020,65,28,4,desktop,(not set),(none),Americas,Apparel,640.64
ID6168468198967794640,109,34,9,desktop,(not set),(none),Americas,Drinkware,640.38
ID6168468198967794640,109,34,9,desktop,(not set),(none),Americas,Apparel,640.38
ID6168468198967794640,109,34,9,desktop,(not set),(none),Americas,Electronics,640.38
ID6168468198967794640,109,34,9,desktop,(not set),(none),Americas,Bags,640.38
ID2130970500799303391,242,40,6,desktop,(not set),(none),Americas,Apparel,638.68000000000006
ID4219302359703604380,60,38,4,mobile,(not set),(none),Americas,Drinkware,631.75
ID4893030302006714352,846,190,29,desktop,(not set),(none),Americas,Bags,625.98
ID4893030302006714352,846,190,29,desktop,(not set),(none),Americas,Housewares,625.98
ID4893030302006714352,846,190,29,desktop,(not set),(none),Americas,Electronics,625.98
ID8191371294306245008,367,132,21,desktop,(not set),(none),Americas,Apparel,625.98
ID8191371294306245008,367,132,21,desktop,(not set),(none),Americas,Drinkware,625.98
ID8191371294306245008,367,132,21,desktop,(not set),(none),Americas,Electronics,625.98
ID4893030302006714352,846,190,29,desktop,(not set),(none),Americas,Lifestyle,625.98
ID4893030302006714352,846,190,29,desktop,(not set),(none),Americas,Office,625.98
ID9409306998104220839,546,177,27,desktop,(not set),(none),Americas,Apparel,624.78
ID9409306998104220839,546,177,27,desktop,(not set),(none),Americas,Bags,624.78
ID362055310928414530,364,135,22,desktop,(not set),(none),Americas,Office,623.6400000000001
ID362055310928414530,364,135,22,desktop,(not set),(none),Americas,Drinkware,623.6400000000001
ID362055310928414530,364,135,22,desktop,(not set),(none),Americas,Backpacks,623.6400000000001
ID5358177725781959243,259,150,25,desktop,(not set),(none),Americas,Office,616.46
ID5358177725781959243,259,150,25,desktop,(not set),(none),Americas,Apparel,616.46
ID5358177725781959243,259,150,25,desktop,(not set),(none),Americas,Bags,616.46
ID5358177725781959243,259,150,25,desktop,(not set),(none),Americas,Drinkware,616.46
ID5358177725781959243,259,150,25,desktop,(not set),(none),Americas,Electronics,616.46
ID5358177725781959243,259,150,25,desktop,(not set),(none),Americas,More Bags,616.46
ID5149788969578895545,257,67,11,desktop,(not set),(none),Americas,Apparel,608.91
ID5149788969578895545,257,67,11,desktop,(not set),(none),Americas,Bags,608.91
ID738777585657711314,335,109,15,desktop,(not set),cpm,Americas,Apparel,602.91
ID738777585657711314,335,109,15,desktop,(not set),cpm,Americas,Lifestyle,602.91
ID738777585657711314,335,109,15,desktop,(not set),cpm,Americas,Waze,602.91
ID0928427495961753778,41,22,4,desktop,(not set),(none),Americas,Apparel,602.65
ID4951643151731925261,153,38,5,desktop,(not set),referral,Americas,Apparel,600.84
ID5003448310208712255,129,53,9,desktop,(not set),(none),Americas,Headgear,599.64
ID5003448310208712255,129,53,9,desktop,(not set),(none),Americas,Drinkware,599.64
ID5003448310208712255,129,53,9,desktop,(not set),(none),Americas,Apparel,599.64
ID1291592657777580193,246,105,16,desktop,(not set),(none),Americas,Bottles,584.22
ID1291592657777580193,246,105,16,desktop,(not set),(none),Americas,Office,584.22
ID1291592657777580193,246,105,16,desktop,(not set),(none),Americas,Electronics,584.22
ID1291592657777580193,246,105,16,desktop,(not set),(none),Americas,Drinkware,584.22
ID4609004095369993884,275,69,10,desktop,(not set),(none),Americas,Apparel,580.76
ID4609004095369993884,275,69,10,desktop,(not set),(none),Americas,Office,580.76
ID4609004095369993884,275,69,10,desktop,(not set),(none),Americas,Lifestyle,580.76
ID9332319683360717593,153,25,5,desktop,(not set),(none),Americas,Apparel,579.84
ID1720006022504089919,801,167,25,desktop,(not set),(none),Americas,Apparel,579.84
ID1720006022504089919,801,167,25,desktop,(not set),(none),Americas,Drinkware,579.84
ID8628901127410360895,258,106,15,desktop,(not set),cpm,Americas,Apparel,574.0
ID8628901127410360895,258,106,15,desktop,(not set),cpm,Americas,Drinkware,574.0
ID8628901127410360895,258,106,15,desktop,(not set),cpm,Americas,Office,574.0
ID8628901127410360895,258,106,15,desktop,(not set),cpm,Americas,Lifestyle,574.0
ID8732851930858933154,240,50,5,desktop,(not set),(none),Americas,Drinkware,573.75
ID8732851930858933154,240,50,5,desktop,(not set),(none),Americas,Electronics,573.75
ID8402574004959447870,307,157,26,desktop,(not set),(none),Americas,Apparel,563.15
ID8402574004959447870,307,157,26,desktop,(not set),(none),Americas,Lifestyle,563.15
ID8402574004959447870,307,157,26,desktop,(not set),(none),Americas,Office,563.15
ID8402574004959447870,307,157,26,desktop,(not set),(none),Americas,Electronics,563.15
ID8402574004959447870,307,157,26,desktop,(not set),(none),Americas,Drinkware,563.15
ID7657968382629784039,60,24,6,desktop,(not set),(none),Americas,Drinkware,562.43999999999994
ID4548523148385419281,267,111,13,desktop,(not set),(none),Americas,Apparel,562.43999999999994
ID7657968382629784039,60,24,6,desktop,(not set),(none),Americas,Apparel,562.43999999999994
ID7657968382629784039,60,24,6,desktop,(not set),(none),Americas,Office,562.43999999999994
ID3748161125080071023,285,103,12,desktop,(not set),(none),Americas,Apparel,562.24
ID2193251253036865639,259,38,7,desktop,(not set),(none),Americas,Apparel,556.74
ID0594824422792523749,92,43,6,desktop,(not set),(none),Americas,Office,551.40000000000009
ID0594824422792523749,92,43,6,desktop,(not set),(none),Americas,Apparel,551.40000000000009
ID7992104623025928298,233,65,9,desktop,(not set),(none),Americas,Drinkware,547.98
ID7992104623025928298,233,65,9,desktop,(not set),(none),Americas,Lifestyle,547.98
ID8328595660449582446,454,104,16,desktop,(not set),(none),Americas,Office,539.98
ID8328595660449582446,454,104,16,desktop,(not set),(none),Americas,Apparel,539.98
ID5668178612875177836,120,31,5,desktop,(not set),(none),Americas,Apparel,538.43999999999994
ID1615259019878986588,171,46,9,desktop,(not set),(none),Americas,Accessories,538.24
ID1615259019878986588,171,46,9,desktop,(not set),(none),Americas,Apparel,538.24
ID1029342389721979537,214,108,15,desktop,(not set),(none),Americas,Bags,537.45
ID1029342389721979537,214,108,15,desktop,(not set),(none),Americas,Office,537.45
ID1729629382364849141,383,90,11,desktop,(not set),(none),Americas,Apparel,535.71
ID5867199929818257756,238,118,18,desktop,(not set),(none),Oceania,Apparel,530.04000000000008
ID5867199929818257756,238,118,18,desktop,(not set),(none),Oceania,Bags,530.04000000000008
ID5867199929818257756,238,118,18,desktop,(not set),(none),Oceania,Lifestyle,530.04000000000008
ID819875025512378535,250,108,14,desktop,(not set),(none),Americas,${productitem.product.origCatName},528.69999999999993
ID819875025512378535,250,108,14,desktop,(not set),(none),Americas,Apparel,528.69999999999993
ID3061338030780455732,49,28,4,desktop,(not set),(none),Americas,Office,524.55
ID3061338030780455732,49,28,4,desktop,(not set),(none),Americas,Drinkware,524.55
ID4554186249452816477,296,132,23,desktop,(not set),(none),Americas,Lifestyle,523.3
ID4554186249452816477,296,132,23,desktop,(not set),(none),Americas,Drinkware,523.3
ID4554186249452816477,296,132,23,desktop,(not set),(none),Americas,Bags,523.3
ID4554186249452816477,296,132,23,desktop,(not set),(none),Americas,Apparel,523.3
ID652634152265730494,141,52,8,tablet,(not set),(none),Americas,Apparel,521.91
ID652634152265730494,141,52,8,tablet,(not set),(none),Americas,Bags,521.91
ID2339818672404404924,191,72,10,desktop,(not set),(none),Americas,Apparel,520.71
ID1750309305209868521,277,154,25,desktop,(not set),(none),Americas,Drinkware,519.8
ID1750309305209868521,277,154,25,desktop,(not set),(none),Americas,More Bags,519.8
ID1750309305209868521,277,154,25,desktop,(not set),(none),Americas,Bags,519.8
ID1750309305209868521,277,154,25,desktop,(not set),(none),Americas,Accessories,519.8
ID6250022739137848428,144,70,9,desktop,(not set),(none),Americas,Lifestyle,517.57999999999993
ID6250022739137848428,144,70,9,desktop,(not set),(none),Americas,Drinkware,517.57999999999993
ID7584227374144950004,357,139,19,desktop,(not set),(none),Americas,Apparel,515.45999999999992
ID7584227374144950004,357,139,19,desktop,(not set),(none),Americas,Office,515.45999999999992
ID493300060667614321,118,28,5,desktop,(not set),(none),Americas,Electronics,511.68
ID493300060667614321,118,28,5,desktop,(not set),(none),Americas,Apparel,511.68
ID7754915186456273750,201,69,10,desktop,(not set),(none),Americas,Apparel,509.64
ID7754915186456273750,201,69,10,desktop,(not set),(none),Americas,Electronics,509.64
ID0860221827214296811,36,21,4,desktop,(not set),(none),Americas,Drinkware,509.58000000000004
ID0860221827214296811,36,21,4,desktop,(not set),(none),Americas,Office,509.58000000000004
ID960612167859203448,55,15,6,desktop,(not set),(none),Americas,Drinkware,507.52
ID960612167859203448,55,15,6,desktop,(not set),(none),Americas,Office,507.52
ID960612167859203448,55,15,6,desktop,(not set),(none),Americas,Electronics,507.52
ID960612167859203448,55,15,6,desktop,(not set),(none),Americas,Lifestyle,507.52
ID8768174564332889527,174,40,9,desktop,(not set),(none),Americas,Drinkware,507.5
ID8768174564332889527,174,40,9,desktop,(not set),(none),Americas,Lifestyle,507.5
ID6726478899201625475,480,79,13,desktop,(not set),(none),Americas,Drinkware,503.68000000000006
ID6726478899201625475,480,79,13,desktop,(not set),(none),Americas,Lifestyle,503.68000000000006
ID6726478899201625475,480,79,13,desktop,(not set),(none),Americas,Apparel,503.68000000000006
ID1807459329834754968,410,74,14,desktop,(not set),(none),Americas,Office,503.64
ID1807459329834754968,410,74,14,desktop,(not set),(none),Americas,Accessories,503.64
ID1807459329834754968,410,74,14,desktop,(not set),(none),Americas,Apparel,503.64
ID6837769704437235425,137,57,9,desktop,(not set),(none),Americas,Drinkware,499.04
ID6837769704437235425,137,57,9,desktop,(not set),(none),Americas,Office,499.04
ID8694856978867122948,270,85,10,desktop,(not set),(none),Americas,Office,498.72
ID8694856978867122948,270,85,10,desktop,(not set),(none),Americas,Apparel,498.72
ID0020342483972052451,591,190,26,desktop,(not set),(none),Americas,Apparel,495.75
ID0020342483972052451,591,190,26,desktop,(not set),(none),Americas,Drinkware,495.75
ID0020342483972052451,591,190,26,desktop,(not set),(none),Americas,Bottles,495.75
ID1830678414845743421,177,41,7,desktop,(not set),(none),Americas,Headgear,491.84
ID1830678414845743421,177,41,7,desktop,(not set),(none),Americas,Apparel,491.84
ID2654985870202060107,296,97,13,desktop,(not set),(none),Americas,Drinkware,491.8
ID2654985870202060107,296,97,13,desktop,(not set),(none),Americas,Apparel,491.8
ID1057122392851131616,199,62,9,desktop,(not set),(none),Americas,Apparel,487.76
ID1057122392851131616,199,62,9,desktop,(not set),(none),Americas,${productitem.product.origCatName},487.76
ID3660706083878335924,188,77,12,desktop,(not set),(none),Americas,Drinkware,487.44
ID3660706083878335924,188,77,12,desktop,(not set),(none),Americas,Lifestyle,487.44
ID3660706083878335924,188,77,12,desktop,(not set),(none),Americas,Apparel,487.44
ID3660706083878335924,188,77,12,desktop,(not set),(none),Americas,Office,487.44
ID3317903560139792360,488,132,22,desktop,(not set),(none),Americas,Drinkware,484.88999999999993
ID3317903560139792360,488,132,22,desktop,(not set),(none),Americas,Bags,484.88999999999993
ID3317903560139792360,488,132,22,desktop,(not set),(none),Americas,Lifestyle,484.88999999999993
ID4324484121871564106,188,51,8,desktop,(not set),(none),Americas,Apparel,482.96
ID2423345914861145053,101,44,7,desktop,(not set),(none),Americas,Apparel,481.11
ID2423345914861145053,101,44,7,desktop,(not set),(none),Americas,Backpacks,481.11
ID264141526022556434,166,33,6,desktop,(not set),organic,Americas,Apparel,475.84
ID8660468043927620162,154,80,13,mobile,(not set),(none),Americas,Apparel,475.45000000000005
ID8660468043927620162,154,80,13,mobile,(not set),(none),Americas,Office,475.45000000000005
ID8660468043927620162,154,80,13,mobile,(not set),(none),Americas,Drinkware,475.45000000000005
ID2402527199731150932,292,67,6,desktop,(not set),(none),Americas,Apparel,474.7
ID6016169532034396504,1918,218,33,desktop,(not set),(none),Americas,Apparel,468.48
ID6016169532034396504,1918,218,33,desktop,(not set),(none),Americas,Electronics,468.48
ID7231437685885066535,236,107,15,desktop,(not set),(none),Americas,Office,467.84
ID7231437685885066535,236,107,15,desktop,(not set),(none),Americas,Apparel,467.84
ID7637940533127194777,92,37,6,desktop,(not set),(none),Americas,Electronics,467.08
ID7637940533127194777,92,37,6,desktop,(not set),(none),Americas,Apparel,467.08
ID20712449954637118,196,80,14,desktop,(not set),(none),Americas,Drinkware,464.6
ID20712449954637118,196,80,14,desktop,(not set),(none),Americas,${productitem.product.origCatName},464.6
ID20712449954637118,196,80,14,desktop,(not set),(none),Americas,Apparel,464.6
ID20712449954637118,196,80,14,desktop,(not set),(none),Americas,Accessories,464.6
ID8668902316036611419,906,188,32,desktop,(not set),(none),Americas,Apparel,463.84
ID8668902316036611419,906,188,32,desktop,(not set),(none),Americas,Lifestyle,463.84
ID8668902316036611419,906,188,32,desktop,(not set),(none),Americas,Drinkware,463.84
ID8668902316036611419,906,188,32,desktop,(not set),(none),Americas,Headgear,463.84
ID1439206441625639697,321,56,9,desktop,(not set),(none),Americas,Drinkware,462.59
ID1439206441625639697,321,56,9,desktop,(not set),(none),Americas,Apparel,462.59
ID4928511540945195649,140,82,13,desktop,(not set),(none),Americas,Drinkware,460.74
ID9748388824239957018,426,130,20,desktop,(not set),(none),Americas,Apparel,455.18
ID9748388824239957018,426,130,20,desktop,(not set),(none),Americas,Drinkware,455.18
ID9748388824239957018,426,130,20,desktop,(not set),(none),Americas,${productitem.product.origCatName},455.18
ID9748388824239957018,426,130,20,desktop,(not set),(none),Americas,Bottles,455.18
ID2241578867926472295,147,30,4,desktop,(not set),(none),Americas,Apparel,454.16
ID5958728222060412682,319,79,13,desktop,(not set),(none),Americas,Apparel,447.08999999999992
ID5958728222060412682,319,79,13,desktop,(not set),(none),Americas,Drinkware,447.08999999999992
ID9000097709332736093,139,65,10,desktop,(not set),(none),Americas,Apparel,446.90999999999997
ID9000097709332736093,139,65,10,desktop,(not set),(none),Americas,Drinkware,446.90999999999997
ID8635876981287578318,132,57,11,desktop,(not set),(none),Americas,Lifestyle,446.4
ID5929579070736526964,190,84,13,desktop,(not set),(none),Asia,Apparel,444.7
ID5929579070736526964,190,84,13,desktop,(not set),(none),Asia,Accessories,444.7
ID5929579070736526964,190,84,13,desktop,(not set),(none),Asia,Office,444.7
ID2220468726851984072,64,25,5,desktop,(not set),(none),Americas,Apparel,439.84
ID1505845633682209456,222,54,7,desktop,(not set),(none),Americas,Apparel,431.84
ID5136029543125072381,127,22,6,desktop,(not set),(none),Americas,Bags,428.90999999999997
ID791764880277338045,125,42,7,desktop,(not set),(none),Americas,Apparel,428.90999999999997
ID5136029543125072381,127,22,6,desktop,(not set),(none),Americas,Apparel,428.90999999999997
ID575143870190264156,89,17,4,desktop,(not set),(none),Americas,Gift Cards,428.0
ID5747990905511584859,151,64,11,desktop,(not set),(none),Americas,Apparel,420.7
ID5747990905511584859,151,64,11,desktop,(not set),(none),Americas,Accessories,420.7
ID5747990905511584859,151,64,11,desktop,(not set),(none),Americas,Bags,420.7
ID5850295749820717320,120,55,8,desktop,(not set),(none),Americas,Apparel,418.04999999999995
ID6890419448387689000,235,121,15,desktop,(not set),(none),Americas,Apparel,414.75
ID6890419448387689000,235,121,15,desktop,(not set),(none),Americas,Drinkware,414.75
ID3615582065852878931,140,27,7,mobile,(not set),(none),Americas,Office,414.7
ID3615582065852878931,140,27,7,mobile,(not set),(none),Americas,Headgear,414.7
ID3615582065852878931,140,27,7,mobile,(not set),(none),Americas,Apparel,414.7
ID9482544472489334744,257,101,16,desktop,(not set),(none),Americas,Apparel,413.90999999999997
ID0643786734868244401,274,128,22,desktop,(not set),(none),Americas,Lifestyle,409.64
ID0643786734868244401,274,128,22,desktop,(not set),(none),Americas,Apparel,409.64
ID0643786734868244401,274,128,22,desktop,(not set),(none),Americas,Office,409.64
ID0643786734868244401,274,128,22,desktop,(not set),(none),Americas,Electronics,409.64
ID9803295841650471013,108,56,9,desktop,(not set),(none),Americas,Office,407.12
ID9803295841650471013,108,56,9,desktop,(not set),(none),Americas,Drinkware,407.12
ID9546342724507949955,114,33,5,desktop,(not set),(none),Americas,Apparel,404.90999999999997
ID8722485686890283296,434,83,10,desktop,(not set),(none),Americas,Apparel,404.75
ID1952489722981028031,155,50,6,desktop,(not set),(none),Americas,Apparel,403.75
ID6379920233928997690,285,137,19,desktop,(not set),referral,Americas,Electronics,403.44
ID6379920233928997690,285,137,19,desktop,(not set),referral,Americas,Office,403.44
ID6379920233928997690,285,137,19,desktop,(not set),referral,Americas,Drinkware,403.44
ID1426332006192749425,390,68,9,desktop,(not set),(none),Americas,Apparel,400.52
ID6064571221213436391,46,24,3,desktop,(not set),(none),Americas,Office,399.76
ID765320243480910164,356,118,20,desktop,(not set),(none),Americas,Apparel,398.65999999999997
ID765320243480910164,356,118,20,desktop,(not set),(none),Americas,Drinkware,398.65999999999997
ID765320243480910164,356,118,20,desktop,(not set),(none),Americas,More Bags,398.65999999999997
ID765320243480910164,356,118,20,desktop,(not set),(none),Americas,Lifestyle,398.65999999999997
ID1123528056036404,155,61,10,desktop,(not set),(none),Americas,Drinkware,395.84
ID1123528056036404,155,61,10,desktop,(not set),(none),Americas,Lifestyle,395.84
ID1123528056036404,155,61,10,desktop,(not set),(none),Americas,Apparel,395.84
ID6592789576297039396,175,72,11,desktop,(not set),(none),Americas,Electronics,395.72
ID6592789576297039396,175,72,11,desktop,(not set),(none),Americas,Apparel,395.72
ID6592789576297039396,175,72,11,desktop,(not set),(none),Americas,Office,395.72
ID2009706373973411398,306,94,17,desktop,(not set),(none),Americas,Apparel,394.14
ID2009706373973411398,306,94,17,desktop,(not set),(none),Americas,Office,394.14
ID2009706373973411398,306,94,17,desktop,(not set),(none),Americas,Lifestyle,394.14
ID123515470539381845,50,25,3,desktop,(not set),(none),Americas,Apparel,393.96
ID9259810944241867637,102,31,4,desktop,(not set),(none),Americas,Apparel,391.96
ID6886324911902005086,199,41,5,desktop,(not set),(none),Americas,Apparel,391.11
ID7971730380777984264,296,58,7,desktop,(not set),(none),Americas,Apparel,388.7
ID6116451045080877616,123,44,7,desktop,(not set),(none),Americas,Headgear,386.90999999999997
ID6116451045080877616,123,44,7,desktop,(not set),(none),Americas,Apparel,386.90999999999997
ID6894849374667482787,107,51,7,desktop,(not set),(none),Americas,Apparel,381.96
ID8221116605801885969,532,76,13,mobile,(not set),(none),Americas,Apparel,381.88
ID8221116605801885969,532,76,13,mobile,(not set),(none),Americas,Electronics,381.88
ID8221116605801885969,532,76,13,mobile,(not set),(none),Americas,Office,381.88
ID8579755621948479912,39,17,2,mobile,(not set),(none),Americas,Apparel,380.90999999999997
ID4391405793651473419,238,113,14,desktop,(not set),(none),Americas,Apparel,377.13
ID3091668257669224026,387,165,25,desktop,(not set),(none),Americas,Apparel,374.90999999999997
ID4785301051218469370,123,80,13,desktop,(not set),(none),Americas,Apparel,374.88
ID4785301051218469370,123,80,13,desktop,(not set),(none),Americas,Backpacks,374.88
ID4785301051218469370,123,80,13,desktop,(not set),(none),Americas,Bags,374.88
ID1743883708888557342,21,12,2,desktop,(not set),(none),Americas,Office,374.85
ID6371969436359305820,75,34,5,desktop,(not set),(none),Americas,Apparel,372.75
ID4036695378449540485,100,44,6,desktop,(not set),(none),Americas,Apparel,371.94
ID5703962423814396269,802,157,22,desktop,(not set),(none),Americas,Electronics,371.92
ID5703962423814396269,802,157,22,desktop,(not set),(none),Americas,Office,371.92
ID5703962423814396269,802,157,22,desktop,(not set),(none),Americas,Accessories,371.92
ID1142710637622471759,193,48,8,desktop,(not set),(none),Americas,Apparel,371.84
ID4230104325532739733,29,10,3,desktop,(not set),(none),Americas,Apparel,370.11
ID877309838741280237,140,53,8,desktop,(not set),(none),Americas,Office,366.16
ID877309838741280237,140,53,8,desktop,(not set),(none),Americas,Apparel,366.16
ID877309838741280237,140,53,8,desktop,(not set),(none),Americas,Drinkware,366.16
ID0103488992784926412,122,38,7,desktop,(not set),(none),Americas,Apparel,364.7
ID0103488992784926412,122,38,7,desktop,(not set),(none),Americas,Lifestyle,364.7
ID0103488992784926412,122,38,7,desktop,(not set),(none),Americas,Drinkware,364.7
ID0103488992784926412,122,38,7,desktop,(not set),(none),Americas,Office,364.7
ID8528170749260731046,156,48,11,desktop,(not set),(none),Americas,Apparel,363.08
ID8528170749260731046,156,48,11,desktop,(not set),(none),Americas,Lifestyle,363.08
